symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isActivelyTrading
RMFGX,American Funds American Mutual Fund Class R-6,61896552415,,,0.71,51.01,0.758,0,NASDAQ,NASDAQ,,False,True
AMRFX,American Funds American Mutual Fund,61835881824,,,0.71,50.96,0.718,0,NASDAQ,NASDAQ,,False,True
PNC,"The PNC Financial Services Group, Inc.",61683103850,Financial Services,Banks—Regional,1.156,154.85,6.1,1523583,New York Stock Exchange,NYSE,US,False,True
TEAM,Atlassian Corporation Plc,61628859278,Technology,Software—Application,0.628,237.86,0.0,855766,NASDAQ Global Select,NASDAQ,AU,False,True
MCK,McKesson Corporation,61605044760,Healthcare,Medical Distribution,0.541,462.98,2.48,458135,New York Stock Exchange,NYSE,US,False,True
AMFFX,American Funds American Mutual Fund Class F-1,61532528606,,,0.71,50.71,0.624,0,NASDAQ,NASDAQ,,False,True
VMW,"VMware, Inc.",61521441480,Technology,Software—Infrastructure,0.825,142.48,0.0,1787198,New York Stock Exchange,NYSE,US,False,False
CTAS,Cintas Corporation,61383331640,Industrials,Specialty Business Services,1.269,602.66,5.4,267707,NASDAQ Global Select,NASDAQ,US,False,True
CRWD,"CrowdStrike Holdings, Inc.",61317196220,Technology,Software—Infrastructure,1.049,255.32,0.0,1853997,NASDAQ Global Select,NASDAQ,US,False,True
IJR,iShares Core S&P Small-Cap ETF,61242437608,,,0.99,108.25,1.4226100000000002,4708351,New York Stock Exchange Arca,AMEX,US,True,True
RACE,Ferrari N.V.,61058863740,Consumer Cyclical,Auto Manufacturers,1.028,338.43,2.0,269068,New York Stock Exchange,NYSE,IT,False,True
FCX,Freeport-McMoRan Inc.,61044528600,Basic Materials,Copper,2.014,42.57,0.6,6464021,New York Stock Exchange,NYSE,US,False,True
APD,"Air Products and Chemicals, Inc.",60846026400,Basic Materials,Specialty Chemicals,0.811,273.8,7.0,885323,New York Stock Exchange,NYSE,US,False,True
VHYAX,Vanguard High Dividend Yield Index Fund Admiral Shares,60459470846,,,0.77,33.71,0.713,0,NASDAQ,NASDAQ,,False,True
AMPCX,American Funds AMCAP Fund Class C,60402339809,,,1.04,30.96,0.0,0,NASDAQ,NASDAQ,,False,True
MMM,3M Company,60379294440,Industrials,Conglomerates,0.985,109.32,6.0,2410501,New York Stock Exchange,NYSE,US,False,True
VYM,Vanguard High Dividend Yield Index Fund,60367537749,,,0.77,111.63,3.4779999999999998,957432,New York Stock Exchange Arca,AMEX,US,True,True
VFIFX,Vanguard Target Retirement 2050 Fund,59982438379,,,1.26,44.52,0.0,0,NASDAQ,NASDAQ,,False,True
MNST,Monster Beverage Corporation,59939748400,Consumer Defensive,Beverages—Non-Alcoholic,0.825,57.61,0.0,3801408,NASDAQ Global Select,NASDAQ,US,False,True
VMCIX,Vanguard Mid-Cap Index Fund Institutional Shares,59567124463,,,1.04,63.95,0.421,0,NASDAQ,NASDAQ,US,False,True
CM.TO,Canadian Imperial Bank of Commerce,59410113400,Financial Services,Banks—Diversified,1.084,63.8,3.6,2753629,Toronto Stock Exchange,TSX,CA,False,True
VWA.BR,Volkswagen AG,59355246500,Consumer Cyclical,Auto Manufacturers,1.249249,125.0,8.7,136,Brussels,EURONEXT,DE,False,False
VWAP.BR,Volkswagen AG,59355164590,Consumer Cyclical,Auto Manufacturers,1.249249,108.36,8.76,123,Brussels,EURONEXT,DE,False,False
APH,Amphenol Corporation,59310470300,Technology,Electronic Components,1.272,99.13,0.88,1340346,New York Stock Exchange,NYSE,US,False,True
NXPI,NXP Semiconductors N.V.,59203005610,Technology,Semiconductors,1.584,229.68,4.06,1105141,NASDAQ Global Select,NASDAQ,NL,False,True
PH,Parker-Hannifin Corporation,59188893200,Industrials,Specialty Industrial Machinery,1.5,460.7,5.92,400922,New York Stock Exchange,NYSE,US,False,True
BCE-PA.TO,BCE Inc.,59138767941,Communication Services,Telecom Services,0.512,16.35,1.24,11869,Toronto Stock Exchange,TSX,CA,False,True
BNS,The Bank of Nova Scotia,59111607600,Financial Services,Banks—Diversified,0.952,48.69,3.12,4645629,New York Stock Exchange,NYSE,CA,False,True
PSX,Phillips 66,58575741840,Energy,Oil & Gas Refining & Marketing,1.348,133.14,4.2,2022804,New York Stock Exchange,NYSE,US,False,True
VWO,Vanguard Emerging Markets Stock Index Fund,58284728301,,,0.88,41.1,1.4472000000000003,10310372,New York Stock Exchange Arca,AMEX,US,True,True
AON,Aon plc,58266860320,Financial Services,Insurance Brokers,0.914,291.02,2.46,699666,New York Stock Exchange,NYSE,IE,False,True
ROP,"Roper Technologies, Inc.",58236149740,Industrials,Specialty Industrial Machinery,1.02,545.17,3.0,398900,NASDAQ Global Select,NASDAQ,US,False,True
IEMG,iShares Core MSCI Emerging Markets ETF,58207460763,,,0.98,50.58,1.46015,8828823,New York Stock Exchange Arca,AMEX,US,True,True
DSY.PA,Dassault Systèmes SE,58183789537,Technology,Software—Application,0.627,44.235,0.21,494136,Paris,EURONEXT,FR,False,True
AMX,"América Móvil, S.A.B. de C.V.",58136317200,Communication Services,Telecom Services,0.316,18.52,0.53,1284602,New York Stock Exchange,NYSE,MX,False,True
SWPPX,Schwab S&P 500 Index Fund- Select Shares,57992205601,,,1.0,73.1,0.0,0,NASDAQ,NASDAQ,,False,True
SANTA.BR,"Banco Santander, S.A.",57971445627,Financial Services,Banks—Diversified,1.334084,3.582,0.16,4727,Brussels,EURONEXT,ES,False,False
CHTR,"Charter Communications, Inc.",57493545600,Communication Services,Telecom Services,1.094,388.68,0.0,724287,NASDAQ Global Select,NASDAQ,US,False,True
BSV,Vanguard Short-Term Bond Index Fund,57429918482,,,0.4,77.02,1.89277,1950714,New York Stock Exchange Arca,AMEX,US,True,True
VBIRX,Vanguard Short-Term Bond Index Fund Admiral Shares,57340440574,,,0.4,10.1,0.065,0,NASDAQ,NASDAQ,,False,True
EPD,Enterprise Products Partners L.P.,57229038000,Energy,Oil & Gas Midstream,0.995,26.35,2.0,3043140,New York Stock Exchange,NYSE,US,False,True
AGG,iShares Core U.S. Aggregate Bond ETF,56830550000,,,1.0,99.25,3.1078399999999995,7320701,New York Stock Exchange Arca,AMEX,US,True,True
E,Eni S.p.A.,56780662687,Energy,Oil & Gas Integrated,1.08,34.01,1.97,182896,New York Stock Exchange,NYSE,IT,False,True
ECL,Ecolab Inc.,56557519000,Basic Materials,Specialty Chemicals,1.071,198.35,2.28,703636,New York Stock Exchange,NYSE,US,False,True
NTES,"NetEase, Inc.",56435493566,Communication Services,Electronic Gaming & Multimedia,0.562,93.16,1.76,5084985,NASDAQ Global Select,NASDAQ,CN,False,True
IWM,iShares Russell 2000 ETF,56409543493,,,1.01,200.71,2.7022299999999997,38695807,New York Stock Exchange Arca,AMEX,US,True,True
HUM,Humana Inc.,56361446910,Healthcare,Healthcare Plans,0.554,457.81,3.54,803029,New York Stock Exchange,NYSE,US,False,True
MPC,Marathon Petroleum Corporation,56331846920,Energy,Oil & Gas Refining & Marketing,1.493,148.36,3.3,2281559,New York Stock Exchange,NYSE,US,False,True
ORLY,"O'Reilly Automotive, Inc.",56208822976,Consumer Cyclical,Specialty Retail,0.814,950.08,0.0,349996,NASDAQ Global Select,NASDAQ,US,False,True
FXNAX,Fidelity U.S. Bond Index Fund,55957901310,,,1.0,10.43,0.19699999999999998,0,NASDAQ,NASDAQ,,False,True
TDG,TransDigm Group Incorporated,55955743560,Industrials,Aerospace & Defense,1.402,1011.6,35.0,155684,New York Stock Exchange,NYSE,US,False,True
